uid,domainID,siteID,namedLocation,collectDate,analyte,analyteConcentration,analyteUnits,sampleCondition,date,sensor_position,median_fDOM,sd_fDOM,se_fDOM
60edb611-6436-46a6-bcd5-de9e9afe84eb,D04,CUPE,CUPE.AOS.S2,2018-07-10T11:44:00Z,DOC,0.8552,milligramsPerLiter,GOOD,2018-07-10,NA,NA,NA,NA
4fe5d8c8-3bc8-43b1-be25-f7e363f56b43,D04,CUPE,CUPE.AOS.S2,2018-07-19T11:26:00Z,DOC,NA,milligramsPerLiter,Other,2018-07-19,NA,NA,NA,NA
9bb7ec90-6f85-45c0-806a-242fe3feb2cf,D04,CUPE,CUPE.AOS.S2,2018-08-07T11:18:00Z,DOC,0.7985,milligramsPerLiter,GOOD,2018-08-07,NA,NA,NA,NA
3307b8f4-dc1f-4ca3-a3cb-fd6248bae8a0,D04,CUPE,CUPE.AOS.S2,2018-08-13T11:26:00Z,DOC,0.9252,milligramsPerLiter,GOOD,2018-08-13,NA,NA,NA,NA
a1754e59-4319-441e-9e5f-b10ead4e689a,D04,CUPE,CUPE.AOS.S2,2018-08-27T11:24:00Z,DOC,1.372,milligramsPerLiter,GOOD,2018-08-27,102.1,13.415,1.171539679419689,0.0023715378125904636
bc8a66ca-aa17-41b4-88fc-af1c6d1b0173,D04,CUPE,CUPE.AOS.S2,2018-09-12T11:25:00Z,DOC,1.732,milligramsPerLiter,GOOD,2018-09-12,NA,NA,NA,NA
e87e3166-702b-4e17-8d5f-479202465266,D04,CUPE,CUPE.AOS.S2,2018-09-18T11:42:00Z,DOC,1.2,milligramsPerLiter,GOOD,2018-09-18,NA,NA,NA,NA
655a7452-34d5-4839-8d7c-0cfb153226e9,D04,CUPE,CUPE.AOS.S2,2018-09-24T11:52:00Z,DOC,1.01,milligramsPerLiter,GOOD,2018-09-24,NA,NA,NA,NA
1cce589d-1709-40ef-8a48-a03004eaff9b,D04,CUPE,CUPE.AOS.S2,2018-10-03T11:36:00Z,DOC,2.229,milligramsPerLiter,GOOD,2018-10-03,NA,NA,NA,NA
53f76c3f-785a-40f4-be0c-16e9cd6d788d,D04,CUPE,CUPE.AOS.S2,2018-10-16T11:28:00Z,DOC,1.184,milligramsPerLiter,GOOD,2018-10-16,NA,NA,NA,NA
9aa2764f-c886-4f48-a171-657a07e56496,D04,CUPE,CUPE.AOS.S2,2018-10-23T11:24:00Z,DOC,1.676,milligramsPerLiter,GOOD,2018-10-23,102.1,2.065,23.541402999486262,0.02285573106746239
45e4390d-9900-4ddf-85df-a37560c632d9,D04,CUPE,CUPE.AOS.S2,2018-10-29T11:31:00Z,DOC,1.42,milligramsPerLiter,GOOD,2018-10-29,102.1,14.3,1.0206526845488055,7.127462880927413e-4
cc180d9c-870d-4fa0-a06f-8fc96356ec95,D04,CUPE,CUPE.AOS.S2,2018-11-06T11:33:00Z,DOC,2.174,milligramsPerLiter,GOOD,2018-11-06,NA,NA,NA,NA
48d4f497-a1c1-4a26-8972-c06a4d0a9fc1,D04,CUPE,CUPE.AOS.S2,2018-11-13T11:23:00Z,DOC,1.749,milligramsPerLiter,GOOD,2018-11-13,102.1,22.37,3.370247153996128,0.0023818001088311857
4cadd6b1-29c1-4cf1-b849-246de46f0897,D04,CUPE,CUPE.AOS.S2,2018-11-28T11:19:00Z,DOC,0.9311,milligramsPerLiter,GOOD,2018-11-28,102.1,3.32,0.3498159663065563,2.42927754379553e-4
9caafdea-5e92-41e7-834d-7ff875e24c75,D04,CUPE,CUPE.AOS.S2,2018-12-18T11:28:00Z,DOC,0.8757,milligramsPerLiter,GOOD,2018-12-18,NA,NA,NA,NA
3a3edc90-103a-4e5d-bbc0-5fe69419812e,D04,CUPE,CUPE.AOS.S2,2018-12-18T11:28:00Z,DOC,0.6814,milligramsPerLiter,GOOD,2018-12-18,NA,NA,NA,NA
fdd82a3d-afd6-4a76-b138-8a6eba51249b,D04,CUPE,CUPE.AOS.S2,2018-12-18T11:28:00Z,DOC,0.7225,milligramsPerLiter,GOOD,2018-12-18,NA,NA,NA,NA
