domanID,siteID,namedLocation,domainName,flightbxID,aop_site_id,sitetype,YearSiteVisit,FlightDate,year,flightdate
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2017_WOOD_2,2017062117,2017,2017-06-21
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2019_WOOD_3,2019072619,2019,2019-07-26
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2019_WOOD_3,2019073118,2019,2019-07-31
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2019_WOOD_3,2019072713,2019,2019-07-27
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2019_WOOD_3,2019072613,2019,2019-07-26
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2019_WOOD_3,2019073014,2019,2019-07-30
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2019_WOOD_3,2019072214,2019,2019-07-22
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2020_WOOD_4,2020061515,2020,2020-06-15
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2020_WOOD_4,2020062419,2020,2020-06-24
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2020_WOOD_4,2020062413,2020,2020-06-24
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2020_WOOD_4,2020062614,2020,2020-06-26
D09,PRLA,PRLA.AOS.buoy.c1,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c1,2020_WOOD_4,2020070214,2020,2020-07-02
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2016_WOOD_1,2016063017,2016,2016-06-30
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2016_WOOD_1,2016062913,2016,2016-06-29
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2017_WOOD_2,2017062614,2017,2017-06-26
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2017_WOOD_2,2017061914,2017,2017-06-19
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2017_WOOD_2,2017062117,2017,2017-06-21
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072619,2019,2019-07-26
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019073118,2019,2019-07-31
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072713,2019,2019-07-27
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072613,2019,2019-07-26
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019073014,2019,2019-07-30
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2019_WOOD_3,2019072214,2019,2019-07-22
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020061515,2020,2020-06-15
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020062419,2020,2020-06-24
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020062413,2020,2020-06-24
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020062614,2020,2020-06-26
D09,PRPO,PRPO.AOS.buoy.c0,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,buoy.c0,2020_WOOD_4,2020070214,2020,2020-07-02
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2016_WOOD_1,2016063017,2016,2016-06-30
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2016_WOOD_1,2016062913,2016,2016-06-29
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2017_WOOD_2,2017062614,2017,2017-06-26
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2017_WOOD_2,2017061914,2017,2017-06-19
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2017_WOOD_2,2017062117,2017,2017-06-21
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019072619,2019,2019-07-26
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019073118,2019,2019-07-31
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019072713,2019,2019-07-27
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019072613,2019,2019-07-26
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019073014,2019,2019-07-30
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2019_WOOD_3,2019072214,2019,2019-07-22
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2020_WOOD_4,2020061515,2020,2020-06-15
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2020_WOOD_4,2020062419,2020,2020-06-24
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2020_WOOD_4,2020062413,2020,2020-06-24
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2020_WOOD_4,2020062614,2020,2020-06-26
D09,PRPO,PRPO.AOS.inlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,inlet,2020_WOOD_4,2020070214,2020,2020-07-02
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2016_WOOD_1,2016063017,2016,2016-06-30
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2016_WOOD_1,2016062913,2016,2016-06-29
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2017_WOOD_2,2017062614,2017,2017-06-26
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2017_WOOD_2,2017061914,2017,2017-06-19
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2017_WOOD_2,2017062117,2017,2017-06-21
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2019_WOOD_3,2019072619,2019,2019-07-26
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2019_WOOD_3,2019073118,2019,2019-07-31
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2019_WOOD_3,2019072713,2019,2019-07-27
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2019_WOOD_3,2019072613,2019,2019-07-26
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2019_WOOD_3,2019073014,2019,2019-07-30
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2019_WOOD_3,2019072214,2019,2019-07-22
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2020_WOOD_4,2020061515,2020,2020-06-15
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2020_WOOD_4,2020062419,2020,2020-06-24
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2020_WOOD_4,2020062413,2020,2020-06-24
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2020_WOOD_4,2020062614,2020,2020-06-26
D09,PRPO,PRPO.AOS.outlet,Northern Plains,D09_WOOD_DCFS_C1_P1_v2,WOOD,outlet,2020_WOOD_4,2020070214,2020,2020-07-02
D10,ARIK,ARIK.AOS.S2,Central Plains,D10_ARIK_A1_P2_v2,ARIK,S2,2017_ARIK_1,2017052514,2017,2017-05-25
D10,ARIK,ARIK.AOS.S2,Central Plains,D10_ARIK_A1_P2_v2,ARIK,S2,2017_ARIK_1,2017052214,2017,2017-05-22
D10,ARIK,ARIK.AOS.S2,Central Plains,D10_ARIK_A1_P2_v2,ARIK,S2,2020_ARIK_2,2020062014,2020,2020-06-20
D10,ARIK,ARIK.AOS.S2,Central Plains,D10_ARIK_A1_P2_v2,ARIK,S2,2020_ARIK_2,2020061714,2020,2020-06-17
D10,ARIK,ARIK.AOS.reach,Central Plains,D10_ARIK_A1_P2_v2,ARIK,reach,2017_ARIK_1,2017052514,2017,2017-05-25
D10,ARIK,ARIK.AOS.reach,Central Plains,D10_ARIK_A1_P2_v2,ARIK,reach,2017_ARIK_1,2017052214,2017,2017-05-22
D10,ARIK,ARIK.AOS.reach,Central Plains,D10_ARIK_A1_P2_v2,ARIK,reach,2020_ARIK_2,2020062014,2020,2020-06-20
D10,ARIK,ARIK.AOS.reach,Central Plains,D10_ARIK_A1_P2_v2,ARIK,reach,2020_ARIK_2,2020061714,2020,2020-06-17
D11,BLUE,BLUE.AOS.S2,Southern Plains,D11_BLUE_A2_P1_v1,BLUE,S2,2017_BLUE_1,2017050613,2017,2017-05-06
D11,BLUE,BLUE.AOS.S2,Southern Plains,D11_BLUE_A2_P2_v2,BLUE,S2,2017_BLUE_1,2017050613,2017,2017-05-06
D11,BLUE,BLUE.AOS.reach,Southern Plains,D11_BLUE_A2_P1_v1,BLUE,reach,2017_BLUE_1,2017050613,2017,2017-05-06
D11,BLUE,BLUE.AOS.reach,Southern Plains,D11_BLUE_A2_P2_v2,BLUE,reach,2017_BLUE_1,2017050613,2017,2017-05-06
D11,BLUE,BLUE.AOS.S2,Southern Plains,D11_BLUE_A2_P1_v1,BLUE,S2,2017_BLUE_1,2017050613,2017,2017-05-06
D11,BLUE,BLUE.AOS.S2,Southern Plains,D11_BLUE_A2_P2_v2,BLUE,S2,2017_BLUE_1,2017050613,2017,2017-05-06
D11,PRIN,PRIN.AOS.S2,Southern Plains,D11_PRIN_C1_P2_v2,PRIN,S2,2016_PRIN_2,2016042414,2016,2016-04-24
D11,PRIN,PRIN.AOS.S2,Southern Plains,D11_PRIN_C1_P2_v2,PRIN,S2,2016_PRIN_2,2016042714,2016,2016-04-27
D11,PRIN,PRIN.AOS.S2,Southern Plains,D11_PRIN_C1_P2_v2,PRIN,S2,2017_PRIN_3,2017050214,2017,2017-05-02
D11,PRIN,PRIN.AOS.reach,Southern Plains,D11_PRIN_C1_P2_v2,PRIN,reach,2016_PRIN_2,2016042414,2016,2016-04-24
D11,PRIN,PRIN.AOS.reach,Southern Plains,D11_PRIN_C1_P2_v2,PRIN,reach,2016_PRIN_2,2016042714,2016,2016-04-27
D11,PRIN,PRIN.AOS.reach,Southern Plains,D11_PRIN_C1_P2_v2,PRIN,reach,2017_PRIN_3,2017050214,2017,2017-05-02
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2018_YELL_1,2018072014,2018,2018-07-20
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2018_YELL_1,2018070414,2018,2018-07-04
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2018_YELL_1,2018070615,2018,2018-07-06
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2018_YELL_1,2018070514,2018,2018-07-05
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2019_YELL_2,2019072020,2019,2019-07-20
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2019_YELL_2,2019072114,2019,2019-07-21
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2019_YELL_2,2019072014,2019,2019-07-20
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2019_YELL_2,2019072214,2019,2019-07-22
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2019_YELL_2,2019072514,2019,2019-07-25
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2020_YELL_3,2020070515,2020,2020-07-05
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2020_YELL_3,2020070914,2020,2020-07-09
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2020_YELL_3,2020070919,2020,2020-07-09
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2020_YELL_3,2020071119,2020,2020-07-11
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2020_YELL_3,2020070615,2020,2020-07-06
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2020_YELL_3,2020071414,2020,2020-07-14
D12,BLDE,BLDE.AOS.S2,Northern Rockies,D12_YELL_C1_P1_v2,YELL,S2,2020_YELL_3,2020071114,2020,2020-07-11
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2017_NIWO_1,2017090415,2017,2017-09-04
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2017_NIWO_1,2017090615,2017,2017-09-06
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2017_NIWO_1,2017092118,2017,2017-09-21
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2018_NIWO_2,2018081114,2018,2018-08-11
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2018_NIWO_2,2018073115,2018,2018-07-31
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2018_NIWO_2,2018081014,2018,2018-08-10
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2018_NIWO_2,2018081315,2018,2018-08-13
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2019_NIWO_3,2019081915,2019,2019-08-19
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2019_NIWO_3,2019081515,2019,2019-08-15
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2019_NIWO_3,2019082615,2019,2019-08-26
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2019_NIWO_3,2019081416,2019,2019-08-14
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2020_NIWO_4,2020072014,2020,2020-07-20
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2020_NIWO_4,2020080114,2020,2020-08-01
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2020_NIWO_4,2020080714,2020,2020-08-07
D13,COMO,COMO.AOS.S2,Southern Rockies & Colorado Plateau,D13_NIWO_C1_P1_v2,NIWO,S2,2020_NIWO_4,2020073114,2020,2020-07-31
D13,WLOU,WLOU.AOS.S2,Southern Rockies & Colorado Plateau,D13_WLOU_A1_P1_v1,WLOU,S2,2017_WLOU_1,2017091315,2017,2017-09-13
D13,WLOU,WLOU.AOS.S2,Southern Rockies & Colorado Plateau,D13_WLOU_A1_P1_v1,WLOU,S2,2019_WLOU_2,2019082615,2019,2019-08-26
D13,WLOU,WLOU.AOS.S2,Southern Rockies & Colorado Plateau,D13_WLOU_A1_P1_v1,WLOU,S2,2020_WLOU_3,2020072914,2020,2020-07-29
D13,WLOU,WLOU.AOS.S2,Southern Rockies & Colorado Plateau,D13_WLOU_A1_P1_v1,WLOU,S2,2020_WLOU_3,2020080714,2020,2020-08-07
D14,SYCA,SYCA.AOS.S2,Desert Southwest,D14_SYCA_A1_P1_v2,SYCA,S2,2019_SYCA_1,2019091215,2019,2019-09-12
D14,SYCA,SYCA.AOS.reach,Desert Southwest,D14_SYCA_A1_P1_v2,SYCA,reach,2019_SYCA_1,2019091215,2019,2019-09-12
D15,REDB,REDB.AOS.S2,Great Basin,D15_REDB_A1_P1_v1,REDB,S2,2017_REDB_1,2017053115,2017,2017-05-31
D15,REDB,REDB.AOS.S2,Great Basin,D15_REDB_A1_P1_v1,REDB,S2,2019_REDB_2,2019051014,2019,2019-05-10
D15,REDB,REDB.AOS.S2,Great Basin,D15_REDB_A1_P1_v1,REDB,S2,2017_REDB_1,2017053115,2017,2017-05-31
D15,REDB,REDB.AOS.S2,Great Basin,D15_REDB_A1_P1_v1,REDB,S2,2019_REDB_2,2019051014,2019,2019-05-10
D15,REDB,REDB.AOS.reach,Great Basin,D15_REDB_A1_P1_v1,REDB,reach,2017_REDB_1,2017053115,2017,2017-05-31
D15,REDB,REDB.AOS.reach,Great Basin,D15_REDB_A1_P1_v1,REDB,reach,2019_REDB_2,2019051014,2019,2019-05-10
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2017_WREF_1,2017061916,2017,2017-06-19
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2017_WREF_1,2017062215,2017,2017-06-22
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2017_WREF_1,2017062122,2017,2017-06-21
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2017_WREF_1,2017062117,2017,2017-06-21
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2018_WREF_2,2018071215,2018,2018-07-12
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2018_WREF_2,2018071115,2018,2018-07-11
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2018_WREF_2,2018070816,2018,2018-07-08
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2019_WREF_3,2019071216,2019,2019-07-12
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2019_WREF_3,2019071418,2019,2019-07-14
D16,MART,MART.AOS.S2,Pacific Northwest,D16_WREF_C1_P1_v2,WREF,S2,2019_WREF_3,2019071222,2019,2019-07-12
D16,MCRA,MCRA.AOS.S2,Pacific Northwest,D16_MCRA_A2_P1_v1,MCRA,S2,2018_MCRA_1,2018071615,2018,2018-07-16
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2013_SOAP_1,2013061216,2013,2013-06-12
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2017_SOAP_2,2017062715,2017,2017-06-27
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2017_SOAP_2,2017062615,2017,2017-06-26
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2018_SOAP_3,2018061118,2018,2018-06-11
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2018_SOAP_3,2018061216,2018,2018-06-12
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2019_SOAP_4,2019061515,2019,2019-06-15
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2019_SOAP_4,2019061615,2019,2019-06-16
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2019_SOAP_4,2019061115,2019,2019-06-11
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2019_SOAP_4,2019061315,2019,2019-06-13
D17,BIGC,BIGC.AOS.S2,Pacific Southwest,D17_SOAP_R1_P1_v2,SOAP,S2,2019_SOAP_4,2019061415,2019,2019-06-14
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2013_TEAK_1,2013061416,2013,2013-06-14
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2013_TEAK_1,2013061517,2013,2013-06-15
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2017_TEAK_2,2017062815,2017,2017-06-28
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2017_TEAK_2,2017062915,2017,2017-06-29
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2017_TEAK_2,2017062715,2017,2017-06-27
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2017_TEAK_2,2017063016,2017,2017-06-30
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2018_TEAK_3,2018061416,2018,2018-06-14
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2018_TEAK_3,2018061515,2018,2018-06-15
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2018_TEAK_3,2018061615,2018,2018-06-16
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2019_TEAK_4,2019061615,2019,2019-06-16
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2019_TEAK_4,2019061415,2019,2019-06-14
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2019_TEAK_4,2019061515,2019,2019-06-15
D17,TECR,TECR.AOS.S2,Pacific Southwest,D17_TEAK_R2_P1_v3,TEAK,S2,2019_TEAK_4,2019061715,2019,2019-06-17
D18,OKSR,OKSR.AOS.S2,Tundra,D18_OKSR_A1_P1_v1,OKSR,S2,NA,NA,NA,NA
D18,OKSR,OKSR.AOS.reach,Tundra,D18_OKSR_A1_P1_v1,OKSR,reach,NA,NA,NA,NA
D18,OKSR,OKSR.AOS.S2,Tundra,D18_OKSR_A1_P1_v1,OKSR,S2,NA,NA,NA,NA
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2017_TOOL_1,2017071418,2017,2017-07-14
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2017_TOOL_1,2017072820,2017,2017-07-28
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2017_TOOL_1,2017071318,2017,2017-07-13
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2017_TOOL_1,2017071818,2017,2017-07-18
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2018_TOOL_2,2018070717,2018,2018-07-07
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2018_TOOL_2,2018072118,2018,2018-07-21
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2018_TOOL_2,2018072017,2018,2018-07-20
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2018_TOOL_2,2018072418,2018,2018-07-24
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2018_TOOL_2,2018072317,2018,2018-07-23
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2019_TOOL_3,2019072318,2019,2019-07-23
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2019_TOOL_3,2019070918,2019,2019-07-09
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2019_TOOL_3,2019071117,2019,2019-07-11
